,woman,district,use.contraception,living.children,age.centered,urban
1582,1583,48,1,4,-1.5599,0
1583,1584,48,1,3,0.44,0
1584,1585,48,1,4,11.44,0
1585,1586,48,1,3,2.44,0
1586,1587,48,0,4,17.44,0
1587,1588,48,0,1,-11.56,0
1588,1589,48,1,2,-4.5599,0
1589,1590,48,1,2,-4.5599,0
1590,1591,48,1,1,-10.559,0
1591,1592,48,1,2,5.44,0
1592,1593,48,1,2,14.44,0
1593,1594,48,0,3,-0.5599,0
1594,1595,48,1,2,-5.5599,0
1595,1596,48,0,1,-4.5599,0
1596,1597,48,0,1,-9.5599,0
1597,1598,48,0,1,-4.5599,0
1598,1599,48,0,2,0.44,0
1599,1600,49,0,1,-12.559,0
1600,1601,49,0,1,-9.5599,0
1601,1602,49,0,1,-10.559,0
1602,1603,49,0,4,2.44,0
1603,1604,50,1,4,4.44,1
1604,1605,50,1,4,7.44,1
1605,1606,50,1,4,9.44,1
1606,1607,50,1,1,-12.559,1
1607,1608,50,1,4,1.44,0
1608,1609,50,0,4,3.44,0
1609,1610,50,0,4,8.44,0
1610,1611,50,0,1,-8.5599,0
1611,1612,50,1,4,6.44,0
1612,1613,50,0,3,0.44,0
1613,1614,50,1,1,-7.5599,0
1614,1615,50,0,1,-6.5599,0
1615,1616,50,0,1,-10.56,0
1616,1617,50,0,1,-8.5599,0
1617,1618,50,0,1,-12.56,0
1618,1619,50,0,3,9.44,0
1619,1620,50,1,4,15.44,0
1620,1621,50,1,4,0.44,0
1621,1622,50,0,1,-9.5599,0
1622,1623,51,0,4,-1.5599,1
1623,1624,51,0,4,6.44,1
1624,1625,51,1,3,-6.5599,1
1625,1626,51,1,4,-3.5599,1
1626,1627,51,0,4,-6.5599,1
1627,1628,51,1,4,1.44,1
1628,1629,51,1,4,1.44,1
1629,1630,51,0,2,-11.559,1
1630,1631,51,1,2,-12.559,1
1631,1632,51,1,1,-10.559,1
1632,1633,51,1,4,-1.5599,1
1633,1634,51,0,4,12.44,1
1634,1635,51,1,2,-7.5599,1
1635,1636,51,0,1,-0.5599,1
1636,1637,51,1,2,-11.559,1
1637,1638,51,1,1,-6.5599,1
1638,1639,51,0,1,-12.559,1
1639,1640,51,0,4,12.44,0
1640,1641,51,0,4,8.44,0
1641,1642,51,0,1,-12.559,0
1642,1643,51,1,2,-7.56,0
1643,1644,51,0,2,-3.5599,0
1644,1645,51,0,1,-11.559,0
1645,1646,51,0,2,-1.56,0
1646,1647,51,0,4,-4.5599,0
1647,1648,51,1,4,12.44,0
1648,1649,51,0,4,10.44,0
1649,1650,51,1,4,4.44,0
1650,1651,51,1,2,-8.5599,0
1651,1652,51,0,3,-7.5599,0
1652,1653,51,1,2,-7.56,0
1653,1654,51,0,4,-1.5599,0
1654,1655,51,1,2,-5.5599,0
1655,1656,51,1,3,-1.56,0
1656,1657,51,0,4,17.44,0
1657,1658,51,0,1,-9.5599,0
1658,1659,51,0,3,-7.5599,0
1659,1660,52,0,2,-9.5599,1
1660,1661,52,0,1,-2.5599,1
1661,1662,52,0,2,-11.559,1
1662,1663,52,0,2,-9.5599,1
1663,1664,52,0,1,-12.559,1
1664,1665,52,1,3,2.44,1
1665,1666,52,0,1,-12.559,1
1666,1667,52,0,4,8.44,1
1667,1668,52,1,2,-3.5599,1
1668,1669,52,0,1,-11.559,1
1669,1670,52,1,4,14.44,1
1670,1671,52,0,2,-6.5599,1
1671,1672,52,0,2,-12.559,1
1672,1673,52,0,1,1.44,1
1673,1674,52,1,2,4.44,1
1674,1675,52,1,1,-12.559,1
1675,1676,52,0,2,-8.5599,1
1676,1677,52,0,4,10.44,1
1677,1678,52,0,1,-10.559,1
1678,1679,52,1,2,-6.5599,0
1679,1680,52,0,2,-5.5599,0
1680,1681,52,1,1,-13.559,0
1681,1682,52,1,2,-9.5599,0
1682,1683,52,0,1,-10.559,0
1683,1684,52,0,4,14.44,0
1684,1685,52,1,4,3.44,0
1685,1686,52,1,1,-13.559,0
1686,1687,52,0,2,-7.5599,0
1687,1688,52,0,4,-3.5599,0
1688,1689,52,0,3,-0.5599,0
1689,1690,52,0,4,-2.5599,0
1690,1691,52,0,4,-3.5599,0
1691,1692,52,0,1,-7.5599,0
1692,1693,52,0,2,-1.5599,0
1693,1694,52,0,4,13.44,0
1694,1695,52,1,2,-6.5599,0
1695,1696,52,1,4,4.44,0
1696,1697,52,1,4,10.44,0
1697,1698,52,0,2,-6.5599,0
1698,1699,52,0,2,-8.5599,0
1699,1700,52,0,1,-11.559,0
1700,1701,52,0,4,6.44,0
1701,1702,52,0,4,19.44,0
1702,1703,52,1,4,6.44,0
1703,1704,52,1,2,-9.5599,0
1704,1705,52,1,4,14.44,0
1705,1706,52,1,4,3.44,0
1706,1707,52,1,1,-9.5599,0
1707,1708,52,1,4,14.44,0
1708,1709,52,1,4,6.44,0
1709,1710,52,0,4,19.44,0
1710,1711,52,0,1,-5.56,0
1711,1712,52,1,4,11.44,0
1712,1713,52,1,4,10.44,0
1713,1714,52,1,4,2.44,0
1714,1715,52,0,4,6.44,0
1715,1716,52,1,1,-7.5599,0
1716,1717,52,1,4,4.44,0
1717,1718,52,0,1,-12.56,0
1718,1719,52,1,4,1.44,0
1719,1720,52,1,2,2.44,0
1720,1721,53,1,4,19.44,1
1721,1722,53,0,1,-9.56,1
1722,1723,53,0,1,10.44,1
1723,1724,53,0,2,-11.559,1
1724,1725,53,0,4,6.44,1
1725,1726,53,1,4,13.44,1
1726,1727,53,1,3,4.44,1
1727,1728,53,1,3,0.44,1
1728,1729,53,0,2,-5.5599,1
1729,1730,53,0,4,0.44,1
1730,1731,53,0,1,17.44,1
1731,1732,53,1,2,-7.5599,1
1732,1733,53,0,1,-0.5599,1
1733,1734,53,0,3,-0.5599,1
1734,1735,53,1,4,0.44,1
1735,1736,53,0,1,-1.56,1
1736,1737,53,1,4,1.44,1
1737,1738,53,0,3,-6.5599,1
1738,1739,53,1,1,-9.56,1
1739,1740,54,0,4,6.44,1
1740,1741,54,1,1,-1.5599,1
1741,1742,54,0,4,4.44,1
1742,1743,54,0,2,2.44,1
1743,1744,54,0,3,13.44,1
1744,1745,54,0,2,6.44,1
1745,1746,55,1,4,13.44,1
1746,1747,55,1,1,-9.5599,1
1747,1748,55,0,1,-9.5599,1
1748,1749,55,0,1,-12.559,1
1749,1750,55,0,2,-10.559,1
1750,1751,55,1,2,6.44,1
1751,1752,55,1,1,-3.5599,1
1752,1753,55,1,3,0.44,1
1753,1754,55,1,1,-7.5599,1
1754,1755,55,0,2,5.44,1
1755,1756,55,1,1,-8.5599,1
1756,1757,55,1,4,9.44,1
1757,1758,55,0,2,-11.559,1
1758,1759,55,0,4,16.44,1
1759,1760,55,0,4,16.44,1
1760,1761,55,0,4,8.44,1
1761,1762,55,1,4,9.44,1
1762,1763,55,1,1,-9.5599,1
1763,1764,55,1,2,-7.5599,1
1764,1765,55,1,4,5.44,1
1765,1766,55,1,2,-7.5599,1
1766,1767,55,1,3,1.44,0
1767,1768,55,1,2,10.44,0
1768,1769,55,0,4,3.44,0
1769,1770,55,0,4,15.44,0
1770,1771,55,0,4,-0.5599,0
1771,1772,55,0,1,-12.559,0
1772,1773,55,1,2,-8.5599,0
1773,1774,55,1,1,-2.5599,0
1774,1775,55,1,2,-1.5599,0
1775,1776,55,0,3,-1.5599,0
1776,1777,55,1,4,17.44,0
1777,1778,55,0,1,-11.559,0
1778,1779,55,1,3,1.44,0
1779,1780,55,1,1,-13.559,0
1780,1781,55,0,4,5.44,0
1781,1782,55,0,1,-11.559,0
1782,1783,55,1,2,-4.5599,0
1783,1784,55,0,1,-8.5599,0
1784,1785,55,1,4,12.44,0
1785,1786,55,1,1,-8.5599,0
1786,1787,55,0,1,-8.5599,0
1787,1788,55,1,4,9.44,0
1788,1789,55,0,1,-10.559,0
1789,1790,55,1,3,-2.5599,0
1790,1791,56,0,2,-0.5599,1
1791,1792,56,1,4,4.44,1
1792,1793,56,0,4,3.44,1
1793,1794,56,0,4,17.44,1
1794,1795,56,1,2,3.44,0
1795,1796,56,0,4,0.44,0
1796,1797,56,0,4,18.44,0
1797,1798,56,0,4,2.44,0
1798,1799,56,1,4,3.44,0
1799,1800,56,0,2,-1.5599,0
1800,1801,56,0,1,-9.5599,0
1801,1802,56,0,4,14.4399,0
1802,1803,56,0,1,-6.5599,0
1803,1804,56,1,4,18.44,0
1804,1805,56,0,4,-1.5599,0
1805,1806,56,0,3,2.44,0
1806,1807,56,0,2,0.44,0
1807,1808,56,0,1,-5.5599,0
1808,1809,56,0,4,10.44,0
1809,1810,56,0,1,-7.5599,0
1810,1811,56,0,4,-1.5599,0
1811,1812,56,0,1,-6.5599,0
1812,1813,56,1,3,5.44,0
1813,1814,56,0,1,-9.5599,0
1814,1815,56,0,1,-9.5599,0
1815,1816,56,0,4,6.44,0
1816,1817,56,0,1,-6.5599,0
1817,1818,57,0,1,4.44,1
1818,1819,57,1,4,16.44,1
1819,1820,57,0,1,-11.559,1
1820,1821,57,0,1,-9.5599,1
1821,1822,57,1,2,0.44,1
1822,1823,57,0,4,19.44,1
1823,1824,57,0,4,19.44,1
1824,1825,57,0,4,0.44,1
1825,1826,57,1,4,3.44,1
1826,1827,57,0,2,3.44,1
1827,1828,57,1,4,14.44,1
1828,1829,57,0,4,17.44,1
1829,1830,57,0,3,-7.5599,1
1830,1831,57,1,1,-8.5599,0
1831,1832,57,0,2,-6.5599,0
1832,1833,57,1,4,18.44,0
1833,1834,57,1,4,15.44,0
1834,1835,57,0,4,15.44,0
1835,1836,57,1,1,-8.5599,0
1836,1837,57,1,1,-9.5599,0
1837,1838,57,1,3,-1.5599,0
1838,1839,57,1,3,1.44,0
1839,1840,57,0,1,-11.559,0
1840,1841,57,0,1,-12.559,0
1841,1842,57,0,1,-7.5599,0
1842,1843,57,0,2,-3.5599,0
1843,1844,57,0,3,-8.5599,0
1844,1845,57,0,1,-0.5599,0
1845,1846,57,0,3,10.44,0
1846,1847,57,1,2,-5.5599,0
1847,1848,57,1,3,-5.5599,0
1848,1849,57,1,1,-2.5599,0
1849,1850,57,1,2,3.44,0
1850,1851,58,0,2,-9.5599,0
1851,1852,58,0,4,2.44,0
1852,1853,58,0,3,-10.559,0
1853,1854,58,0,4,10.44,0
1854,1855,58,0,1,-12.56,0
1855,1856,58,1,3,-8.5599,0
1856,1857,58,0,1,-12.56,0
1857,1858,58,0,2,-8.5599,0
1858,1859,58,0,4,11.44,0
1859,1860,58,0,4,4.44,0
1860,1861,59,0,1,-13.56,1
1861,1862,59,0,4,10.44,1
1862,1863,59,0,1,-7.5599,1
1863,1864,59,0,1,10.44,1
1864,1865,59,1,1,-8.5599,1
1865,1866,59,1,4,6.44,1
1866,1867,59,0,1,-8.5599,1
1867,1868,59,0,2,-8.5599,1
1868,1869,59,1,4,-1.5599,1
1869,1870,59,0,3,-3.5599,1
1870,1871,59,0,4,4.44,0
1871,1872,59,1,2,-7.56,0
1872,1873,59,0,2,17.44,0
1873,1874,59,0,4,2.44,0
1874,1875,59,0,3,0.44,0
1875,1876,59,1,3,-0.5599,0
1876,1877,59,0,4,7.44,0
1877,1878,59,0,1,-3.5599,0
1878,1879,59,1,3,2.44,0
1879,1880,59,0,1,-10.559,0
1880,1881,59,0,1,-13.559,0
1881,1882,59,0,4,0.44,0
1882,1883,59,0,2,-4.5599,0
1883,1884,59,0,1,-11.559,0
1884,1885,59,0,1,-9.5599,0
1885,1886,59,0,1,-11.559,0
1886,1887,59,0,2,-5.5599,0
1887,1888,59,0,3,16.44,0
1888,1889,59,0,1,-12.559,0
1889,1890,59,1,4,7.44,0
1890,1891,59,0,1,-7.5599,0
1891,1892,59,0,4,-0.5599,0
1892,1893,60,1,2,-9.5599,1
1893,1894,60,0,4,10.44,1
1894,1895,60,0,1,-12.56,1
1895,1896,60,0,1,-8.5599,1
1896,1897,60,0,3,8.44,1
1897,1898,60,1,2,-9.5599,1
1898,1899,60,1,4,-3.5599,1
1899,1900,60,0,1,-12.56,1
1900,1901,60,0,4,12.44,1
1901,1902,60,0,3,0.44,1
1902,1903,60,0,1,-9.5599,1
1903,1904,60,0,4,6.44,0
1904,1905,60,1,1,-9.5599,0
1905,1906,60,0,4,5.44,0
1906,1907,60,0,3,11.44,0
1907,1908,60,0,3,-2.5599,0
1908,1909,60,0,2,-7.5599,0
1909,1910,60,0,2,-5.5599,0
1910,1911,60,0,2,-8.5599,0
1911,1912,60,0,4,19.44,0
1912,1913,60,0,4,0.44,0
1913,1914,60,0,3,8.44,0
1914,1915,60,0,2,-7.5599,0
1915,1916,60,1,4,1.44,0
1916,1917,60,0,1,-9.5599,0
1917,1918,60,1,2,-0.5599,0
1918,1919,60,0,2,-9.5599,0
1919,1920,60,1,1,-10.559,0
1920,1921,60,0,4,11.44,0
1921,1922,60,0,4,8.44,0
1922,1923,60,1,1,-11.559,0
1923,1924,60,0,4,1.44,0
1924,1925,60,0,2,-5.56,0
1925,1926,60,0,4,14.44,0
1926,1927,60,0,4,19.44,0
1927,1928,60,1,3,-9.5599,0
1928,1929,60,0,3,-2.5599,0
1929,1930,60,0,4,14.44,0
1930,1931,60,0,3,-4.5599,0
1931,1932,60,0,4,14.44,0
1932,1933,60,0,1,-13.56,0
1933,1934,60,0,4,10.44,0
